what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1334953462481
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1334953462482
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1334953462483
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1334953462484
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1334953462486
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1334953462487
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1334953462488
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1334953462489
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1334953462490
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1334953462491
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1334953462493
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110502-1955,"org.eclipse.equinox.frameworkadmin",1334953462494
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1334953462495
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1334953462496
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1334953462498
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1334953462499
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1334953462502
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1334953462503
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1334953462505
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1334953462506
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1334953462507
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1334953462623
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110502-1955,"org.eclipse.equinox.simpleconfigurator.manipulator",1334953462624
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1334953462624
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1334953462715
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1334953462717
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1334953462717
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1334953462719
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1334953462719
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1334953462721
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1334953462722
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1334953462722
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1334953462723
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1334953463009
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1334953463011
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1334953463066
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1334953463068
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1334953463069
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1334953463071
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1334953463072
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1334953463072
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1334953463073
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1334953463075
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1334953463120
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1334953463121
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1334953463199
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1334953463256
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1334953463257
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1334953463380
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1334953463381
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1334953463381
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1334953463382
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1334953463486
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1334953463488
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1334953463488
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1334953463490
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1334953463572
os,sysinfo,,,"win32",1334953463578
arch,sysinfo,,,"x86_64",1334953463578
ws,sysinfo,,,"win32",1334953463578
locale,sysinfo,,,"en_US",1334953463578
processors,sysinfo,,,"2",1334953463578
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1334953463578
java.runtime.version,sysinfo,,,"1.7.0_02-b13",1334953463578
java.specification.name,sysinfo,,,"Java Platform API Specification",1334953463578
java.specification.vendor,sysinfo,,,"Oracle Corporation",1334953463578
java.specification.version,sysinfo,,,"1.7",1334953463578
java.vendor,sysinfo,,,"Oracle Corporation",1334953463578
java.version,sysinfo,,,"1.7.0_02",1334953463578
java.vm.info,sysinfo,,,"mixed mode",1334953463578
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1334953463578
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1334953463578
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1334953463578
java.vm.specification.version,sysinfo,,,"1.7",1334953463578
java.vm.vendor,sysinfo,,,"Oracle Corporation",1334953463578
java.vm.version,sysinfo,,,"22.0-b10",1334953463578
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1334953463651
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1334953464189
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1334953464226
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1334953464312
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1334953465451
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1334953467072
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1334953468339
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1334953468598
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1334953468743
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1334953470025
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1334953471656
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1334953472519
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1334953473126
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953482091
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953485740
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953488778
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953529131
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1334953565894
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1334953566635
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334953567396
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953569437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953580781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953586598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953587684
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953589574
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953592068
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953601630
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953602478
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953607726
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953608794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953618329
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953634649
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1334953652334
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334953669138
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1334953669686
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1334953671892
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1334953671966
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334953688878
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953691402
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953704626
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953711993
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953712771
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953718644
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953720951
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953725123
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953734246
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334953736818
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334953739412
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953740269
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953761151
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953788972
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953800225
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953800769
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953801585
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334953831166
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1334953833934
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1334953834115
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1334953834580
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1334953840126
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1334953840236
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1334953840380
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1334953840507
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1334953840635
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1334953840768
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334953841341
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953841777
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953849024
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953854969
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953855789
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1334953865530
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1334953867986
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1334953868152
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1334953878208
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1334953890964
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953891523
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953899159
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953900284
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953910470
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953944780
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953957743
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953962536
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953966298
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953980285
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953981171
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1334953981466
